,Full Series,Threshold,Extreme
R2,0.8632746593143188,-2.977614150953901,
RMSE,0.07322957835534276,0.14328231821147291,
MAE,0.0547654635587876,0.11503192130935436,
BIAS,-0.014347322001784535,-0.09104759076081018,
SI,0.33873859594102823,0.13710053370119757,
PER,86.43736422881969,85.0,
BND_SIZE,0.20489139571897458,0.3831775634495454,
