,Full Series,Threshold,Extreme
R2,0.8637077695251586,-2.994949619132697,
RMSE,0.07313955635495503,0.14359420940088927,
MAE,0.054703839981573896,0.11384707336068836,
BIAS,-0.014322389360151976,-0.09020858876397851,
SI,0.33824542671840946,0.13837199878441372,
PER,92.10716871832005,91.25,
BND_SIZE,0.24422153879686853,0.4566430334180246,
