,Full Series,Threshold,Extreme
R2,0.9892631835567891,0.8527314545994867,0.48029893857910866
RMSE,0.04780869607260099,0.09696968834749592,0.12472611877252701
MAE,0.034041356107888575,0.07513886270991206,0.10374860851693907
BIAS,-0.002681079267714647,-0.040068760370057716,-0.07720317925077484
SI,0.06171981374872299,0.03823404047622417,0.0367357051611269
PER,78.83,71.71945701357467,59.375
BND_SIZE,0.1139848665604824,0.22914595826644882,0.2633103763629025
