,Full Series,Threshold,Extreme
R2,0.939224146792688,0.9819102531663196,0.9784080791094799
RMSE,13.662646170837448,1.9129605007814265,1.8281516763897852
MAE,3.7848231204713376,1.5189032394569004,1.341952823426138
BIAS,0.5154259311256648,0.8530223951507434,0.2597340763048228
SI,0.05949541160571495,0.007764127792968913,0.00810906978227244
PER,78.49418589857764,99.77375565610859,100.0
BND_SIZE,9.78056148700842,12.811287198547516,14.43941894467505
