,Full Series,Threshold,Extreme
R2,0.8709873913749128,-1.1294642100048207,
RMSE,0.08751919325330815,0.1757194586250455,
MAE,0.06544975233475316,0.1400968478648608,
BIAS,-0.016002199440698094,-0.08996587574019985,
SI,0.33574038100992243,0.1784870134908525,
PER,98.48660391021,92.20183486238533,
